customer_name,phone_number,email,address,state,purchase_date,gold_type,gold_quality,gold_weight,price_per_gram,total_amount,discount_percentage,discount_amount,final_amount,payment_mode,notes
Anvi Acharya,02527147039,daminimall@example.com,"20/764, Shetty Street, Bidhannagar 429699",Gujarat,2023-11-10,18K,Pure,581.973,5247.34,3053810.2,3.89,118793.22,2935016.98,UPI,
Anvi Korpal,0389120601,tanejabiju@example.com,"H.No. 59, Krishna Zila, Raurkela Industrial Township 813694",Delhi,2025-03-02,22K,Standard,312.963,6019.97,1884027.87,3.81,71781.46,1812246.41,Cash,Asperiores repudiandae vitae culpa numquam omnis.
Saanvi Shetty,0995526867,gadeshamik@example.com,"02, Rama Circle, Bathinda-149630",Kerala,2023-08-13,22K,Premium,115.267,6565.39,756772.81,2.67,20205.83,736566.98,Bank Transfer,
Aradhya Hans,8396249066,hsetty@example.com,"458, Kadakia Ganj, Udaipur 474644",Gujarat,2023-12-29,24K,Standard,876.663,6815.12,5974563.54,4.59,274232.47,5700331.07,Card,
Ehsaan Varty,+915152172251,nirvaan85@example.net,"49/718, Balasubramanian Marg, Thiruvananthapuram-008110",Delhi,2024-04-15,18K,Premium,490.834,6116.98,3002421.76,3.01,90372.89,2912048.87,Bank Transfer,
Aarna Rajagopalan,+913027912308,butalaoorja@example.org,"16, Roy, Ramgarh-784390",Rajasthan,2024-09-24,18K,Pure,266.439,6494.35,1730348.12,2.75,47584.57,1682763.55,Cash,
Jayesh Bal,07229874073,tushar94@example.org,"H.No. 747, Bassi Circle, Tiruppur-259512",Telangana,2024-07-05,22K,Standard,644.806,5673.24,3658139.19,1.31,47921.62,3610217.57,Card,Libero repellat molestiae earum perferendis sapiente.
Badal Sengupta,+917950282566,sarineshani@example.org,"05/584, Sehgal Chowk, Guna 022235",West Bengal,2025-04-18,22K,Standard,494.989,5023.45,2486552.49,2.73,67882.88,2418669.61,Bank Transfer,
Emir Baria,+913936563269,zkari@example.com,"38/98, Singh Marg, Morena-338575",Rajasthan,2024-04-19,22K,Standard,993.214,5283.97,5248112.98,3.43,180010.28,5068102.7,Bank Transfer,
Lakshit Sehgal,06677030965,gokhaleamira@example.com,"011, Dhar Road, Yamunanagar-354170",Maharashtra,2023-11-10,22K,Standard,880.189,6200.08,5457242.22,4.76,259764.73,5197477.49,Bank Transfer,Nostrum porro quo nobis quas totam tempora.
Zoya Tiwari,7778819379,mishti65@example.com,"673, Chanda Zila, Rampur 866133",West Bengal,2025-02-03,18K,Standard,507.233,6231.29,3160715.92,3.97,125480.42,3035235.5,Card,
Fateh Dey,5741914593,ukota@example.com,"60, Vaidya Street, Thanjavur-733483",Tamil Nadu,2024-09-30,18K,Pure,533.177,5214.46,2780230.14,0.68,18905.56,2761324.58,Cash,
Jayant Saxena,08510098797,dalalnitya@example.net,"978, Kaur Chowk, Dehradun-439281",Rajasthan,2024-02-09,18K,Premium,283.911,6792.2,1928380.29,3.77,72699.94,1855680.35,Cash,Hic expedita id eaque ea tempora numquam voluptas.
Bhamini Ahluwalia,08726533448,badamiadvik@example.com,"H.No. 99, Iyer, Pali-829634",Tamil Nadu,2025-05-15,22K,Pure,877.801,6348.1,5572368.53,1.91,106432.24,5465936.29,Cash,
Eshani Khosla,1756241894,salvimadhav@example.net,"09, Bava Path, Coimbatore 232021",Maharashtra,2024-05-09,24K,Premium,785.625,5896.55,4632477.09,1.44,66707.67,4565769.42,Bank Transfer,Repudiandae pariatur quos eos.
Kanav Krish,03149235422,vbatra@example.com,"12/797, Barad Marg, Tadipatri-100537",Andhra Pradesh,2023-06-01,22K,Premium,320.808,6067.26,1946425.55,3.88,75521.31,1870904.24,UPI,
Advika Chatterjee,+919807815331,elakshi94@example.com,"414, Iyengar, Madurai 382379",Delhi,2023-06-28,22K,Premium,901.077,6336.68,5709836.6,2.63,150168.7,5559667.9,UPI,Sint ex aperiam delectus.
Manjari Sabharwal,+910186241880,qshroff@example.com,"H.No. 66, Yadav Road, Narasaraopet-691139",Rajasthan,2024-03-06,18K,Standard,653.35,5523.67,3608889.79,4.49,162039.15,3446850.64,UPI,
Yuvraj  Raj,05033138085,mangatraghav@example.net,"659, Brar Circle, Sultan Pur Majra 697299",Tamil Nadu,2023-08-03,24K,Standard,29.891,6020.04,179945.02,1.83,3292.99,176652.03,Cash,
Lagan Gala,9261856530,regezain@example.org,"H.No. 91, Bansal Street, Vadodara-957166",West Bengal,2024-11-12,24K,Premium,766.66,5341.42,4095053.06,1.39,56921.24,4038131.82,Bank Transfer,
Jayant Solanki,2594395876,kairabora@example.com,"61/37, Kala Circle, Karnal-754058",Kerala,2024-07-20,18K,Standard,201.76,5422.19,1093981.05,4.85,53058.08,1040922.97,Bank Transfer,
Inaaya  Sahni,+914299946750,eagate@example.com,"544, Aurora, Patiala 238671",Tamil Nadu,2025-03-18,18K,Standard,994.501,5897.11,5864681.79,4.34,254527.19,5610154.6,Bank Transfer,
Kavya Kanda,06971863506,rattanhridaan@example.org,"H.No. 035, Karan Zila, Chinsurah 820514",Andhra Pradesh,2024-09-17,22K,Standard,65.096,5090.69,331383.56,0.61,2021.44,329362.12,Cash,
Kimaya Mani,9505982552,goyalelakshi@example.net,"H.No. 436, Date Ganj, Warangal 659767",Telangana,2024-08-10,22K,Pure,331.21,6531.48,2163291.49,2.18,47159.75,2116131.74,UPI,Doloribus molestias a illum.
Reyansh Chakrabarti,07674893426,chakrabortynakul@example.org,"47/979, Varghese Street, Unnao-798017",Tamil Nadu,2023-08-11,22K,Pure,10.838,5066.52,54910.94,4.34,2383.13,52527.81,UPI,Debitis aperiam sunt quibusdam consectetur ullam sapiente.
Yasmin Seshadri,06546278042,riaansabharwal@example.com,"439, Bhandari Marg, Dehri 588215",Kerala,2025-04-25,22K,Pure,26.264,6609.65,173595.85,3.89,6752.88,166842.97,Card,Eligendi asperiores eum itaque minima incidunt ab.
Shayak Venkataraman,1465685786,vtank@example.org,"46, Raval Path, Mangalore 957894",Delhi,2024-06-29,18K,Pure,588.66,5363.33,3157177.84,2.82,89032.42,3068145.42,Cash,Atque rem iure error.
Indranil Swaminathan,1213557231,malhotraindrans@example.org,"H.No. 957, Raman Ganj, Mahbubnagar 409446",Gujarat,2023-07-01,24K,Standard,401.393,5635.32,2261978.0,1.39,31441.49,2230536.51,UPI,Dolorum iusto exercitationem perferendis consequuntur eligendi.
Hazel Comar,+918305380710,aarnaiyer@example.net,"81, Tailor Nagar, Shimla 785030",Tamil Nadu,2024-11-05,22K,Premium,509.135,6086.98,3099094.56,1.5,46486.42,3052608.14,Cash,Alias vel vero mollitia cum voluptatibus.
Pari Srivastava,+918897518599,prisha91@example.org,"59/19, Bir Nagar, Guntakal-745284",West Bengal,2023-12-15,22K,Pure,32.869,5686.13,186897.41,1.42,2653.94,184243.47,UPI,
Misha Jayaraman,+913859329137,ela10@example.net,"11/015, Sarin Marg, Eluru-506764",Karnataka,2025-02-25,24K,Premium,183.175,5788.85,1060372.6,0.39,4135.45,1056237.15,UPI,
Damini Acharya,09819265087,raunak61@example.com,"H.No. 30, Solanki Road, Kollam-086824",Karnataka,2024-02-10,22K,Premium,334.213,5935.23,1983631.02,3.24,64269.65,1919361.37,Cash,
Vardaniya Uppal,04296984174,tankoorja@example.net,"43/14, Deshpande Zila, Satara 416096",Delhi,2024-04-09,22K,Standard,8.76,5455.29,47788.34,4.42,2112.24,45676.1,Cash,
Nishith Handa,8808194470,miraya05@example.org,"H.No. 443, Bhattacharyya Nagar, Alwar-771853",Delhi,2023-08-16,18K,Pure,793.882,5149.06,4087746.05,2.47,100967.33,3986778.72,Cash,
Lakshay Konda,4435930955,parinaazbakshi@example.net,"62/17, Halder, Tiruchirappalli-472078",Maharashtra,2025-03-19,22K,Standard,216.557,6367.14,1378848.74,0.28,3860.78,1374987.96,Bank Transfer,
Alisha Tella,06086175355,khuranaarhaan@example.org,"H.No. 35, Lal Marg, Kurnool-051001",Kerala,2024-10-27,22K,Pure,826.388,5086.67,4203563.05,4.37,183695.71,4019867.34,UPI,
Parinaaz Shanker,05744573627,ojas21@example.net,"14, Gaba Ganj, Thoothukudi 213332",Tamil Nadu,2023-12-22,22K,Premium,227.114,5785.98,1314077.06,3.74,49146.48,1264930.58,Card,
Elakshi Kuruvilla,3078940529,dewansamiha@example.org,"430, Sahota Chowk, Guntur 412752",West Bengal,2024-12-12,24K,Standard,203.357,6588.29,1339774.89,3.68,49303.72,1290471.17,UPI,Accusantium illum hic doloribus consectetur.
Himmat Chakrabarti,+914304661602,manjari29@example.org,"H.No. 56, Khare Circle, Dindigul-387779",West Bengal,2025-04-13,24K,Premium,51.929,6654.87,345580.74,3.59,12406.35,333174.39,Cash,
Oorja Choudhury,09212055053,banerjeeanvi@example.net,"491, Upadhyay Path, Naihati-341218",Rajasthan,2023-10-24,18K,Pure,153.34,6007.29,921157.85,1.5,13817.37,907340.48,Card,
Himmat Krishnamurthy,00290122379,aayush76@example.com,"H.No. 57, Banik Path, Thiruvananthapuram 482803",Telangana,2023-11-09,24K,Standard,284.329,5854.94,1664729.24,3.51,58432.0,1606297.24,Card,A eum sunt quia quisquam nesciunt.
Prisha Chad,00383680892,hsur@example.com,"01/25, Jain Ganj, Dhule 622138",Andhra Pradesh,2024-05-23,22K,Pure,344.836,5313.56,1832306.78,4.24,77689.81,1754616.97,UPI,
Oorja Balay,02256674582,sairasur@example.org,"42, Baral Ganj, Mysore 655177",West Bengal,2023-09-01,24K,Standard,127.015,6542.93,831050.25,3.37,28006.39,803043.86,Card,
Navya Sarraf,+910398080289,anikaravi@example.com,"59/02, Amble Marg, Nanded 671073",Andhra Pradesh,2024-11-04,18K,Standard,516.558,5310.94,2743408.54,1.21,33195.24,2710213.3,Card,
Neysa Reddy,01501016774,jkhalsa@example.org,"73/12, Bava Zila, Alappuzha 970628",Gujarat,2023-09-22,18K,Standard,206.868,6203.97,1283402.87,1.73,22202.87,1261200.0,UPI,
Krish Hans,5209711003,raghavramachandran@example.net,"51/153, Brahmbhatt Chowk, Nagaon 313741",Kerala,2024-12-03,24K,Pure,881.075,6122.82,5394663.63,1.33,71749.03,5322914.6,Card,
Himmat Gopal,+919495278942,kharesamarth@example.com,"44, Cheema Zila, Howrah 597612",Karnataka,2024-01-20,24K,Pure,145.329,5593.78,812938.45,3.06,24875.92,788062.53,Cash,
Divit Badal,+916642379522,ivanasandhu@example.net,"84/21, Kar Street, Darbhanga 535192",Kerala,2025-04-04,24K,Premium,969.863,5697.71,5525998.11,3.58,197830.73,5328167.38,UPI,Iure corporis perferendis ab in.
Anvi Keer,08384266305,jtara@example.net,"42/470, Bajaj Chowk, Orai 522406",Tamil Nadu,2025-03-21,22K,Standard,460.05,6228.81,2865564.04,2.03,58170.95,2807393.09,Cash,
Tanya Upadhyay,9121242974,psethi@example.net,"305, Arya Path, Kanpur-477711",Gujarat,2024-10-01,18K,Standard,571.765,6176.64,3531586.57,4.17,147267.16,3384319.41,UPI,
Anahita Sampath,+918327599376,advika50@example.com,"71/064, Tank Chowk, Machilipatnam 385318",Rajasthan,2025-01-09,24K,Premium,418.407,5947.39,2488429.61,0.04,995.37,2487434.24,Bank Transfer,
Advika Chanda,07034975054,samarthgade@example.net,"15/587, Wagle Chowk, Thiruvananthapuram 241483",Tamil Nadu,2024-12-01,22K,Pure,696.835,5636.14,3927459.62,0.58,22779.27,3904680.35,UPI,Optio debitis in distinctio ut.
Dharmajan Gara,00311597036,rjani@example.org,"985, Gopal Chowk, Munger-570183",West Bengal,2025-03-05,18K,Pure,317.206,5977.74,1896174.99,1.89,35837.71,1860337.28,Cash,Provident placeat soluta ipsa perferendis.
Badal Sarkar,+919831491030,thakermanjari@example.net,"564, Lall Nagar, Srinagar 373466",Delhi,2023-11-28,24K,Pure,682.278,5098.44,3478553.45,3.15,109574.43,3368979.02,UPI,
Farhan Cheema,09069022623,stuvan23@example.com,"75/360, Dave Circle, Bareilly-311896",Delhi,2024-07-26,24K,Standard,536.595,5519.44,2961703.91,1.82,53903.01,2907800.9,UPI,Provident excepturi itaque.
Pranay Dhawan,07372319755,iganguly@example.net,"775, Karan Nagar, Chinsurah 262718",Kerala,2023-06-24,24K,Premium,729.742,5318.87,3881402.83,0.01,388.14,3881014.69,Bank Transfer,Cumque animi voluptatem.
Himmat Bala,4451440928,kapadiajhanvi@example.net,"678, Chadha Marg, Sri Ganganagar 538328",Telangana,2024-08-14,22K,Standard,749.187,5534.72,4146540.27,3.16,131030.67,4015509.6,UPI,Accusantium consequuntur aperiam reiciendis vero laboriosam atque.
Priyansh Shah,07412398373,davekeya@example.com,"H.No. 759, Mangat Zila, Malda-046366",West Bengal,2023-10-29,24K,Premium,835.338,5797.87,4843181.13,0.69,33417.95,4809763.18,Card,
Jhanvi Kara,05231929964,kanavhanda@example.org,"30, Madan Marg, Kochi-217972",Telangana,2024-05-11,24K,Standard,851.645,5898.4,5023342.87,3.58,179835.67,4843507.2,Cash,Unde culpa voluptatem odit ad asperiores natus.
Miraya Bala,07981909297,zramaswamy@example.org,"H.No. 785, Kumar Circle, Nagercoil-087934",Telangana,2025-05-10,24K,Premium,383.739,6133.11,2353513.5,3.2,75312.43,2278201.07,Bank Transfer,
Nirvi Sharaf,3675146837,shettyvritika@example.org,"679, Dhar Street, Rajahmundry 801628",Karnataka,2023-11-24,24K,Pure,908.527,5226.34,4748271.0,4.32,205125.31,4543145.69,Cash,
Gokul Tiwari,5373857850,ela81@example.com,"98/58, Sastry Street, Bellary-821801",Karnataka,2023-11-27,24K,Standard,101.573,5401.71,548667.89,4.39,24086.52,524581.37,UPI,
Ryan Kant,+914192409536,ndash@example.com,"166, Wagle Ganj, Malda-338469",Gujarat,2023-06-22,22K,Pure,24.389,5960.03,145359.17,1.03,1497.2,143861.97,Card,
Piya Barad,09946129289,kairachoudhry@example.net,"819, Buch Circle, Surendranagar Dudhrej-222750",Kerala,2025-05-10,18K,Pure,418.1,5066.55,2118324.56,3.77,79860.84,2038463.72,Card,
Emir Hans,05057194257,umangagarwal@example.net,"41/57, Bal Marg, Aurangabad 287907",Rajasthan,2024-03-28,18K,Pure,100.23,6459.63,647448.71,1.39,8999.54,638449.17,Bank Transfer,
Hazel Kunda,07587182833,kiaan40@example.org,"14/693, Sachdeva Nagar, Bhalswa Jahangir Pur 456809",West Bengal,2025-03-01,24K,Pure,330.43,5434.26,1795642.53,0.97,17417.73,1778224.8,Card,
Aradhya Sampath,02629152495,lakshit72@example.net,"H.No. 303, Shukla Nagar, Purnia-799756",Telangana,2023-06-18,22K,Pure,316.674,5740.56,1817886.1,0.16,2908.62,1814977.48,Card,Unde aut ut mollitia dignissimos necessitatibus.
Piya Vasa,3372515845,xtandon@example.com,"31, Lata Zila, Nagpur-644346",Andhra Pradesh,2024-12-18,24K,Premium,555.618,5762.44,3201715.39,4.51,144397.36,3057318.03,Bank Transfer,
Advik Andra,01848593728,qsuri@example.org,"H.No. 390, Date Nagar, Arrah 813926",Telangana,2023-07-16,24K,Standard,906.045,5939.87,5381789.51,3.81,205046.18,5176743.33,Cash,Suscipit suscipit fugiat voluptates consequuntur reprehenderit.
Ela Hayre,6272678797,wkara@example.org,"52/984, Iyer Nagar, Mirzapur-259961",Rajasthan,2023-06-09,18K,Standard,690.05,5568.23,3842357.11,1.21,46492.52,3795864.59,Card,
Eshani Deo,04540234977,bariasuhana@example.com,"H.No. 42, Saran Road, Tiruppur 355547",Rajasthan,2025-03-18,18K,Standard,8.424,6258.58,52722.28,2.52,1328.6,51393.68,Cash,Explicabo magnam alias repellendus nemo.
Kashvi Ramanathan,01181655059,hrishita26@example.com,"H.No. 580, Dhar Path, Ichalkaranji 401714",Andhra Pradesh,2023-10-23,18K,Pure,64.779,5709.88,369880.32,0.29,1072.65,368807.67,Bank Transfer,
Dharmajan Cheema,+917593839092,sahaarmaan@example.net,"314, Gara Ganj, Dibrugarh-874281",Maharashtra,2024-02-14,22K,Standard,419.816,6367.68,2673253.95,0.86,22989.98,2650263.97,Bank Transfer,
Priyansh Kalita,8261937344,heer95@example.net,"54, Chada, Erode 538229",Karnataka,2025-03-10,22K,Standard,264.417,5170.23,1367096.71,2.35,32126.77,1334969.94,Card,
Chirag Ahluwalia,2530827672,arama@example.com,"H.No. 93, Sachdeva Road, Varanasi 492599",Tamil Nadu,2024-04-09,22K,Standard,86.551,5184.94,448761.74,1.64,7359.69,441402.05,Bank Transfer,Delectus quo sunt nihil.
Diya Mangat,5661962090,balkavya@example.net,"22, Mannan Ganj, Nagercoil 216436",Kerala,2024-05-30,18K,Premium,165.745,6825.35,1131267.64,1.3,14706.48,1116561.16,Card,Eaque veritatis velit facere perspiciatis dolores.
Mohanlal Soni,2686842937,choudhuryshayak@example.net,"76/907, Choudhary Chowk, Sasaram-176523",Telangana,2023-08-16,22K,Pure,268.306,6258.01,1679061.63,0.38,6380.43,1672681.2,UPI,
Manikya Ravel,08125062490,pranaymalhotra@example.com,"141, Garde Street, Surendranagar Dudhrej-341997",Rajasthan,2025-02-02,18K,Standard,387.502,6419.23,2487464.46,2.24,55719.2,2431745.26,Bank Transfer,
Prisha Tripathi,00913660119,geraadvik@example.org,"244, Sarkar Marg, Hindupur 791108",Maharashtra,2023-08-23,22K,Pure,412.134,5817.53,2397601.91,2.82,67612.37,2329989.54,Bank Transfer,
Taimur Balay,02934163823,sararaman@example.org,"381, Jhaveri Road, Dewas 704616",Maharashtra,2024-12-13,18K,Standard,950.367,6430.93,6111743.65,2.75,168072.95,5943670.7,Card,
Vaibhav Dhar,09691807532,bordeindrajit@example.org,"H.No. 52, Barman Path, Singrauli 438301",Karnataka,2024-05-18,24K,Pure,724.005,6366.89,4609660.19,1.07,49323.36,4560336.83,Card,
Aarav Bhagat,+912952963608,vardaniyabassi@example.com,"09/34, Ratta Road, Ambarnath-330517",Rajasthan,2025-01-30,24K,Premium,63.001,6314.57,397824.22,2.28,9070.39,388753.83,UPI,
Samiha Deol,01810896678,drishyasubramaniam@example.net,"79, Hora Road, Rampur 273407",Kerala,2024-04-24,18K,Pure,774.084,6873.56,5320712.82,4.68,249009.36,5071703.46,Bank Transfer,
Shalv Gole,08742085373,manerhea@example.net,"75, Sarraf Chowk, Sri Ganganagar 228844",Karnataka,2025-02-17,18K,Pure,590.125,5285.31,3118993.56,2.9,90450.81,3028542.75,Cash,
Priyansh Aggarwal,06601461969,sara37@example.com,"12/065, Baria Zila, Pune 885377",Andhra Pradesh,2025-03-14,18K,Standard,806.362,5242.49,4227344.72,2.51,106106.35,4121238.37,Cash,
Vedika Desai,2827425739,wsethi@example.com,"27, Rout Road, Satna-471100",Maharashtra,2024-02-22,24K,Pure,228.406,6354.51,1451408.21,0.95,13788.38,1437619.83,UPI,Unde laborum ut officia ex.
Gokul Goel,5882034216,kannankavya@example.com,"H.No. 21, Chaudry Marg, Aurangabad 830803",Gujarat,2025-05-11,22K,Pure,697.456,6236.34,4349572.75,1.57,68288.29,4281284.46,Card,
Anya Deep,3968568699,prerak44@example.com,"H.No. 86, Kunda Nagar, Naihati-358469",Kerala,2024-08-09,24K,Pure,735.056,5589.13,4108323.54,2.07,85042.3,4023281.24,Cash,Perspiciatis minima totam magni eum corrupti.
Pranay Saini,+919226463695,riyachoudhury@example.net,"30, Agate Nagar, Mau 357954",Rajasthan,2025-05-20,22K,Pure,409.799,6392.2,2619517.17,3.86,101113.36,2518403.81,Card,
Samaira Shukla,+914017526794,nitarasarna@example.net,"05/75, Dubey Chowk, Mango-783921",Karnataka,2024-10-08,22K,Standard,434.094,6623.01,2875008.9,4.32,124200.38,2750808.52,UPI,
Himmat Ahluwalia,7524555724,mkhare@example.net,"87, Goswami Ganj, Pali-827308",Andhra Pradesh,2023-10-05,18K,Premium,498.016,6583.42,3278648.49,3.85,126227.97,3152420.52,Bank Transfer,
Anahita Doshi,1689957721,vaibhavdesai@example.com,"H.No. 860, Singhal, Deoghar 315427",Karnataka,2024-08-30,18K,Pure,262.029,5328.28,1396163.88,3.03,42303.77,1353860.11,Cash,
Misha Sekhon,+919035051625,tiyagulati@example.org,"33/496, Kar Chowk, Singrauli-372872",Karnataka,2024-06-10,24K,Pure,605.929,5036.15,3051549.33,1.3,39670.14,3011879.19,Cash,Nostrum excepturi at cupiditate eveniet.
Tara Sampath,+915367204981,dbajwa@example.net,"32, Dhillon Marg, Bareilly 045066",Maharashtra,2024-12-22,18K,Premium,509.526,6408.18,3265134.32,2.03,66282.23,3198852.09,Cash,Nostrum occaecati deleniti aspernatur.
Aaina Dar,6864960704,madantara@example.net,"H.No. 310, Kala Path, Chandigarh-202366",Kerala,2023-11-25,18K,Standard,155.085,6607.6,1024739.65,3.45,35353.52,989386.13,Card,Aperiam dolores eaque sunt repellendus necessitatibus.
Jayesh Kumar,+918063222001,mamooty72@example.com,"93/97, Kota Road, Kolhapur-719975",Rajasthan,2023-12-11,18K,Standard,694.262,5323.23,3695716.31,4.77,176285.67,3519430.64,Bank Transfer,
Romil Amble,+917456341217,dhruvbhargava@example.org,"45/20, Seth Nagar, Vasai-Virar-675462",West Bengal,2023-11-25,24K,Standard,872.911,6842.76,5973120.47,0.97,57939.27,5915181.2,Bank Transfer,
Nehmat Bandi,08285420118,iyerhimmat@example.net,"H.No. 186, Shah, Bhubaneswar-576244",Tamil Nadu,2024-10-12,22K,Premium,822.962,6294.66,5180265.98,4.01,207728.67,4972537.31,Bank Transfer,
Priyansh Buch,+914918660865,kavyasekhon@example.org,"H.No. 262, Tailor Street, Unnao 172024",Kerala,2025-05-10,22K,Standard,645.601,5535.87,3573963.21,2.85,101857.95,3472105.26,Cash,
Chirag Atwal,0660882868,karimadhup@example.com,"06/902, Koshy Road, Tenali-735361",Delhi,2023-06-20,18K,Pure,917.981,6033.37,5538519.03,3.49,193294.31,5345224.72,UPI,
Eva Saini,+915536115712,chahalamira@example.com,"H.No. 27, Sodhi Zila, Bokaro 229535",Karnataka,2024-06-29,24K,Premium,616.428,5628.61,3469632.81,3.11,107905.58,3361727.23,Card,Modi dolores beatae earum minima aspernatur temporibus.
Dharmajan Kar,3399276845,sureshsamiha@example.com,"H.No. 30, Handa Circle, Hyderabad 979475",Gujarat,2025-04-09,24K,Standard,736.816,6423.27,4732768.11,3.11,147189.09,4585579.02,UPI,Dolore debitis quod iste beatae incidunt.
Heer Chakraborty,03857133293,karadharmajan@example.org,"H.No. 824, Kanda Road, Gudivada 285312",Andhra Pradesh,2023-09-30,24K,Premium,797.992,5879.01,4691402.95,2.95,138396.39,4553006.56,UPI,
Tara Rattan,+911209180074,reneechatterjee@example.com,"00/398, Borra Path, Narasaraopet-772468",Maharashtra,2023-09-04,22K,Standard,512.526,6776.68,3473224.69,2.59,89956.52,3383268.17,UPI,
Faiyaz Malhotra,0253250573,zarasharaf@example.org,"40/50, Hayre Ganj, Chandigarh-764578",Karnataka,2023-07-19,22K,Standard,637.81,5077.36,3238390.98,1.9,61529.43,3176861.55,Bank Transfer,
Hansh Aurora,+910000595059,kavyalal@example.net,"H.No. 543, Varkey Ganj, Chandigarh-338490",West Bengal,2023-11-20,22K,Pure,396.811,6218.1,2467410.48,2.42,59711.33,2407699.15,UPI,
Biju Deo,+919869328974,vidurdeo@example.net,"57/860, Kumer Path, Bhilwara 965651",Tamil Nadu,2023-10-25,18K,Premium,384.563,5098.99,1960882.89,3.98,78043.14,1882839.75,Cash,
Zoya Bains,1221400190,rwagle@example.net,"66/58, Johal Chowk, Lucknow 542549",Delhi,2023-08-06,22K,Standard,270.571,6320.68,1710192.71,1.02,17443.97,1692748.74,Bank Transfer,Laborum repudiandae debitis autem dolores saepe.
